GCF_015074825.1_ASM1507482v1,Klebsiella grimontii
GCF_015183075.1_ASM1518307v1,Klebsiella grimontii
GCF_015208375.1_ASM1520837v1,Klebsiella grimontii
GCF_016811025.1_ASM1681102v1,Klebsiella grimontii
GCF_017863855.1_ASM1786385v1,Klebsiella grimontii
GCF_017863935.1_ASM1786393v1,Klebsiella grimontii
GCF_019334465.1_ASM1933446v1,Klebsiella grimontii
GCF_019426485.1_ASM1942648v1,Klebsiella grimontii
GCF_019428125.1_ASM1942812v1,Klebsiella grimontii
GCF_019428165.1_ASM1942816v1,Klebsiella grimontii
GCF_019428245.1_ASM1942824v1,Klebsiella grimontii
GCF_019428325.1_ASM1942832v1,Klebsiella grimontii
GCF_019428385.1_ASM1942838v1,Klebsiella grimontii
GCF_019677835.1_ASM1967783v1,Klebsiella grimontii
GCF_019678325.1_ASM1967832v1,Klebsiella grimontii
GCF_019678365.1_ASM1967836v1,Klebsiella grimontii
GCF_019679055.1_ASM1967905v1,Klebsiella grimontii
GCF_019679095.1_ASM1967909v1,Klebsiella grimontii
GCF_019913035.1_ASM1991303v1,Klebsiella grimontii
GCF_020115715.1_ASM2011571v1,Klebsiella grimontii
GCF_020116695.1_ASM2011669v1,Klebsiella grimontii
GCF_020117115.1_ASM2011711v1,Klebsiella grimontii
GCF_020117435.1_ASM2011743v1,Klebsiella grimontii
GCF_020117575.1_ASM2011757v1,Klebsiella grimontii
GCF_020117615.1_ASM2011761v1,Klebsiella grimontii
GCF_020117635.1_ASM2011763v1,Klebsiella grimontii
GCF_020117755.1_ASM2011775v1,Klebsiella grimontii
GCF_020117835.1_ASM2011783v1,Klebsiella grimontii
GCF_020117855.1_ASM2011785v1,Klebsiella grimontii
GCF_020117895.1_ASM2011789v1,Klebsiella grimontii
GCF_020117915.1_ASM2011791v1,Klebsiella grimontii
GCF_020117935.1_ASM2011793v1,Klebsiella grimontii
GCF_020117965.1_ASM2011796v1,Klebsiella grimontii
GCF_020117975.1_ASM2011797v1,Klebsiella grimontii
GCF_020118015.1_ASM2011801v1,Klebsiella grimontii
GCF_020118395.1_ASM2011839v1,Klebsiella grimontii
GCF_020118435.1_ASM2011843v1,Klebsiella grimontii
GCF_020118535.1_ASM2011853v1,Klebsiella grimontii
GCF_020118875.1_ASM2011887v1,Klebsiella grimontii
GCF_020119035.1_ASM2011903v1,Klebsiella grimontii
GCF_020119845.1_ASM2011984v1,Klebsiella grimontii
GCF_020119895.1_ASM2011989v1,Klebsiella grimontii
GCF_020120615.1_ASM2012061v1,Klebsiella grimontii
GCF_020120815.1_ASM2012081v1,Klebsiella grimontii
GCF_020120845.1_ASM2012084v1,Klebsiella grimontii
GCF_020120855.1_ASM2012085v1,Klebsiella grimontii
GCF_020479545.1_ASM2047954v1,Klebsiella grimontii
GCF_022014295.1_ASM2201429v1,Klebsiella grimontii
GCF_900083595.1_12045_6_57,Klebsiella grimontii
GCF_900083605.1_11983_8_48,Klebsiella grimontii
GCF_900200035.1_ASM90020003v1,Klebsiella grimontii
GCF_901542455.1_40345_E01,Klebsiella grimontii
GCF_902159485.1_25426_7_80,Klebsiella grimontii
GCF_902159585.1_25426_7_84,Klebsiella grimontii
GCF_902159595.1_25426_7_91,Klebsiella grimontii
GCF_902159625.1_25426_7_83,Klebsiella grimontii
GCF_902159665.1_25426_7_100,Klebsiella grimontii
GCF_902159715.1_25426_7_95,Klebsiella grimontii
GCF_902160175.1_25426_7_158,Klebsiella grimontii
GCF_902160195.1_25426_7_156,Klebsiella grimontii
GCF_902160215.1_25426_7_154,Klebsiella grimontii
GCF_902160225.1_25426_7_157,Klebsiella grimontii
GCF_902160245.1_25426_7_159,Klebsiella grimontii
GCF_902160265.1_25426_7_165,Klebsiella grimontii
GCF_902160275.1_25426_7_167,Klebsiella grimontii
GCF_902160315.1_25426_7_161,Klebsiella grimontii
GCF_902160335.1_25426_7_171,Klebsiella grimontii
GCF_902160345.1_25426_7_176,Klebsiella grimontii
GCF_902160355.1_25426_7_172,Klebsiella grimontii
GCF_902160365.1_25426_7_173,Klebsiella grimontii
GCF_902160375.1_25426_7_169,Klebsiella grimontii
GCF_902160515.1_25426_7_183,Klebsiella grimontii
GCF_902160585.1_25426_7_195,Klebsiella grimontii
GCF_902160605.1_25426_7_196,Klebsiella grimontii
GCF_902160675.1_25426_7_211,Klebsiella grimontii
GCF_902160755.1_25426_7_205,Klebsiella grimontii
GCF_902160775.1_25426_7_216,Klebsiella grimontii
GCF_902160845.1_25426_7_218,Klebsiella grimontii
GCF_902161015.1_25426_7_257,Klebsiella grimontii
GCF_902161025.1_25426_7_255,Klebsiella grimontii
GCF_902161065.1_25426_7_242,Klebsiella grimontii
GCF_902161135.1_25426_7_256,Klebsiella grimontii
GCF_902161195.1_25426_7_243,Klebsiella grimontii
GCF_902161205.1_25426_7_241,Klebsiella grimontii
GCF_902161235.1_25426_7_258,Klebsiella grimontii
GCF_902161245.1_25426_7_260,Klebsiella grimontii
GCF_902161285.1_25426_7_259,Klebsiella grimontii
GCF_902161425.1_25426_7_286,Klebsiella grimontii
GCF_902161625.1_25426_7_294,Klebsiella grimontii
GCF_902162205.1_25426_7_380,Klebsiella grimontii
GCF_902162255.1_25426_7_381,Klebsiella grimontii
GCF_902162375.1_25426_7_379,Klebsiella grimontii
GCF_902162565.1_25964_2_23,Klebsiella grimontii
GCF_902162595.1_25964_2_26,Klebsiella grimontii
GCF_902162695.1_25964_2_29,Klebsiella grimontii
GCF_902162765.1_25964_2_46,Klebsiella grimontii
GCF_902162835.1_25964_2_58,Klebsiella grimontii
GCF_902162845.1_25964_2_52,Klebsiella grimontii
GCF_902162915.1_25964_2_53,Klebsiella grimontii
GCF_902163185.1_25964_2_102,Klebsiella grimontii
GCF_902164055.1_25964_2_199,Klebsiella grimontii
GCF_902164065.1_25964_2_198,Klebsiella grimontii
GCF_902164135.1_25964_2_207,Klebsiella grimontii
GCF_902164155.1_25964_2_200,Klebsiella grimontii
GCF_902164185.1_25964_2_206,Klebsiella grimontii
GCF_902164205.1_25964_2_201,Klebsiella grimontii
GCF_902164975.1_25964_2_262,Klebsiella grimontii
GCF_902164985.1_25964_2_269,Klebsiella grimontii
GCF_902165435.1_25964_2_341,Klebsiella grimontii
GCF_902165535.1_25964_2_347,Klebsiella grimontii
GCF_902165565.1_25964_2_342,Klebsiella grimontii
GCF_902165685.1_25964_2_363,Klebsiella grimontii
GCF_902165695.1_25964_2_355,Klebsiella grimontii
GCF_902166145.1_26009_2_47,Klebsiella grimontii
GCF_902166185.1_26009_2_38,Klebsiella grimontii
GCF_902166275.1_26045_1_284,Klebsiella grimontii
GCF_902363155.1_MGYG-HGUT-00093,Klebsiella grimontii
GCF_000240325.1_ASM24032v1,Klebsiella michiganensis
GCF_000247835.1_Kleb_oxyt_10-5242_V1,Klebsiella michiganensis
GCF_000276705.2_ASM27670v2,Klebsiella michiganensis
GCF_000293135.1_KspOBRC7v1.0,Klebsiella michiganensis
GCF_000524315.1_KspAS10v1.0,Klebsiella michiganensis
GCF_000567705.1_Kleb_oxyt_MGH_41_V1,Klebsiella michiganensis
GCF_000567805.1_Kleb_oxyt_MGH_27_V1,Klebsiella michiganensis
GCF_000632415.1_ASM63241v1,Klebsiella michiganensis
GCF_000633235.1_ASM63323v1,Klebsiella michiganensis
GCF_000714655.1_ASM71465v1,Klebsiella michiganensis
GCF_000724525.1_ASM72452v1,Klebsiella michiganensis
GCF_000735215.1_ASM73521v1,Klebsiella michiganensis
GCF_000783895.2_ASM78389v2,Klebsiella michiganensis
GCF_001006545.1_ASM100654v1,Klebsiella michiganensis
GCF_001028875.1_ASM102887v1,Klebsiella michiganensis
GCF_001028885.1_ASM102888v1,Klebsiella michiganensis
GCF_001030755.1_Kleb_oxyt_MGH87_V1,Klebsiella michiganensis
GCF_001038305.1_ASM103830v1,Klebsiella michiganensis
GCF_001051455.1_ASM105145v1,Klebsiella michiganensis
GCF_001052035.1_ASM105203v1,Klebsiella michiganensis
GCF_001052045.1_ASM105204v1,Klebsiella michiganensis
GCF_001052525.1_ASM105252v1,Klebsiella michiganensis
GCF_001052785.1_ASM105278v1,Klebsiella michiganensis
GCF_001053845.1_ASM105384v1,Klebsiella michiganensis
GCF_001053875.1_ASM105387v1,Klebsiella michiganensis
GCF_001054755.1_ASM105475v1,Klebsiella michiganensis
GCF_001056405.1_ASM105640v1,Klebsiella michiganensis
GCF_001056445.1_ASM105644v1,Klebsiella michiganensis
GCF_001056765.1_ASM105676v1,Klebsiella michiganensis
GCF_001066805.1_ASM106680v1,Klebsiella michiganensis
GCF_001077175.1_ASM107717v1,Klebsiella michiganensis
GCF_001317245.2_ASM131724v2,Klebsiella michiganensis
GCF_001583485.1_KlebPneuJA29,Klebsiella michiganensis
GCF_001753185.1_ASM175318v1,Klebsiella michiganensis
GCF_001945455.1_ASM194545v1,Klebsiella michiganensis
GCF_001970835.1_ASM197083v1,Klebsiella michiganensis
GCF_002072655.1_ASM207265v1,Klebsiella michiganensis
GCF_002111445.1_ASM211144v1,Klebsiella michiganensis
GCF_002119875.1_ASM211987v1,Klebsiella michiganensis
GCF_002152315.1_ASM215231v1,Klebsiella michiganensis
GCF_002192755.1_ASM219275v1,Klebsiella michiganensis
GCF_002216835.1_ASM221683v1,Klebsiella michiganensis
GCF_002265195.1_ASM226519v1,Klebsiella michiganensis
GCF_002290285.1_ASM229028v1,Klebsiella michiganensis
GCF_002852935.1_ASM285293v1,Klebsiella michiganensis
GCF_002853055.1_ASM285305v1,Klebsiella michiganensis
GCF_002856965.1_ASM285696v1,Klebsiella michiganensis
GCF_002887165.1_ASM288716v1,Klebsiella michiganensis
GCF_002887605.1_ASM288760v1,Klebsiella michiganensis
GCF_002906435.1_ASM290643v1,Klebsiella michiganensis
GCF_002918635.1_ASM291863v1,Klebsiella michiganensis
GCF_002918655.1_ASM291865v1,Klebsiella michiganensis
GCF_002918665.1_ASM291866v1,Klebsiella michiganensis
GCF_002918695.1_ASM291869v1,Klebsiella michiganensis
GCF_002919605.1_ASM291960v1,Klebsiella michiganensis
GCF_002919625.1_ASM291962v1,Klebsiella michiganensis
GCF_002925905.1_ASM292590v1,Klebsiella michiganensis
GCF_002947505.1_ASM294750v1,Klebsiella michiganensis
GCF_003011775.1_ASM301177v1,Klebsiella michiganensis
GCF_003074075.1_ASM307407v1,Klebsiella michiganensis
GCF_003402095.1_ASM340209v1,Klebsiella michiganensis
GCF_003590255.1_ASM359025v1,Klebsiella michiganensis
GCF_003598595.1_ASM359859v1,Klebsiella michiganensis
GCF_003693455.1_ASM369345v1,Klebsiella michiganensis
GCF_004024205.1_ASM402420v1,Klebsiella michiganensis
GCF_004024445.1_ASM402444v1,Klebsiella michiganensis
GCF_004102625.1_ASM410262v1,Klebsiella michiganensis
GCF_004115315.1_ASM411531v1,Klebsiella michiganensis
GCF_004156315.1_ASM415631v1,Klebsiella michiganensis
GCF_007097115.1_ASM709711v1,Klebsiella michiganensis
GCF_007097185.1_ASM709718v1,Klebsiella michiganensis
GCF_007106885.1_ASM710688v1,Klebsiella michiganensis
GCF_007910085.1_ASM791008v1,Klebsiella michiganensis
GCF_008120085.1_ASM812008v1,Klebsiella michiganensis
GCF_008120305.1_ASM812030v1,Klebsiella michiganensis
GCF_008121175.1_ASM812117v1,Klebsiella michiganensis
GCF_008693565.1_ASM869356v1,Klebsiella michiganensis
GCF_008931605.1_ASM893160v1,Klebsiella michiganensis
GCF_009025755.1_ASM902575v1,Klebsiella michiganensis
GCF_009173485.1_ASM917348v1,Klebsiella michiganensis
GCF_009825595.1_ASM982559v1,Klebsiella michiganensis
GCF_009930855.1_ASM993085v1,Klebsiella michiganensis
GCF_010093005.1_ASM1009300v1,Klebsiella michiganensis
GCF_010588125.1_ASM1058812v1,Klebsiella michiganensis
GCF_010590065.1_ASM1059006v1,Klebsiella michiganensis
GCF_010590245.1_ASM1059024v1,Klebsiella michiganensis
GCF_010590505.1_ASM1059050v1,Klebsiella michiganensis
GCF_010590665.1_ASM1059066v1,Klebsiella michiganensis
GCF_010598605.1_ASM1059860v1,Klebsiella michiganensis
GCF_013074375.1_ASM1307437v1,Klebsiella michiganensis
GCF_013266825.1_ASM1326682v1,Klebsiella michiganensis
GCF_013392155.1_ASM1339215v1,Klebsiella michiganensis
GCF_013610655.1_ASM1361065v1,Klebsiella michiganensis
GCF_013624375.1_ASM1362437v1,Klebsiella michiganensis
GCF_013636415.1_ASM1363641v1,Klebsiella michiganensis
GCF_013732655.1_ASM1373265v1,Klebsiella michiganensis
GCF_013821765.1_ASM1382176v1,Klebsiella michiganensis
GCF_013926025.1_ASM1392602v1,Klebsiella michiganensis
GCF_014050515.1_ASM1405051v1,Klebsiella michiganensis
GCF_014050535.1_ASM1405053v1,Klebsiella michiganensis
GCF_014050555.1_ASM1405055v1,Klebsiella michiganensis
GCF_014103175.1_ASM1410317v1,Klebsiella michiganensis
GCF_014104095.1_ASM1410409v1,Klebsiella michiganensis
GCF_014105195.1_ASM1410519v1,Klebsiella michiganensis
GCF_014129405.1_ASM1412940v1,Klebsiella michiganensis
GCF_014217275.1_ASM1421727v1,Klebsiella michiganensis
GCF_014267425.1_ASM1426742v1,Klebsiella michiganensis
GCF_014330695.1_ASM1433069v1,Klebsiella michiganensis
GCF_014654995.1_ASM1465499v1,Klebsiella michiganensis
GCF_014655005.1_ASM1465500v1,Klebsiella michiganensis
GCF_014655075.1_ASM1465507v1,Klebsiella michiganensis
GCF_014655105.1_ASM1465510v1,Klebsiella michiganensis
GCF_014655115.1_ASM1465511v1,Klebsiella michiganensis
GCF_014855615.1_ASM1485561v1,Klebsiella michiganensis
GCF_014856135.1_ASM1485613v1,Klebsiella michiganensis
GCF_014856145.1_ASM1485614v1,Klebsiella michiganensis
GCF_014856335.1_ASM1485633v1,Klebsiella michiganensis
GCF_014856345.1_ASM1485634v1,Klebsiella michiganensis
GCF_014856365.1_ASM1485636v1,Klebsiella michiganensis
GCF_014856375.1_ASM1485637v1,Klebsiella michiganensis
GCF_014856385.1_ASM1485638v1,Klebsiella michiganensis
GCF_014856435.1_ASM1485643v1,Klebsiella michiganensis
GCF_015139575.1_ASM1513957v1,Klebsiella michiganensis
GCF_015356395.1_ASM1535639v1,Klebsiella michiganensis
GCF_015356405.1_ASM1535640v1,Klebsiella michiganensis
GCF_015550995.1_ASM1555099v1,Klebsiella michiganensis
GCF_015679365.1_ASM1567936v1,Klebsiella michiganensis
GCF_015721185.1_ASM1572118v1,Klebsiella michiganensis
GCF_015721205.1_ASM1572120v1,Klebsiella michiganensis
GCF_015721285.1_ASM1572128v1,Klebsiella michiganensis
GCF_015721325.1_ASM1572132v1,Klebsiella michiganensis
GCF_015721335.1_ASM1572133v1,Klebsiella michiganensis
GCF_015721425.1_ASM1572142v1,Klebsiella michiganensis
GCF_015721435.1_ASM1572143v1,Klebsiella michiganensis
GCF_015721445.1_ASM1572144v1,Klebsiella michiganensis
GCF_015721485.1_ASM1572148v1,Klebsiella michiganensis
GCF_015721585.1_ASM1572158v1,Klebsiella michiganensis
GCF_015721605.1_ASM1572160v1,Klebsiella michiganensis
GCF_015721625.1_ASM1572162v1,Klebsiella michiganensis
GCF_015721645.1_ASM1572164v1,Klebsiella michiganensis
GCF_015721745.1_ASM1572174v1,Klebsiella michiganensis
GCF_015773165.1_ASM1577316v1,Klebsiella michiganensis
GCF_015999385.1_ASM1599938v1,Klebsiella michiganensis
GCF_016620455.1_ASM1662045v1,Klebsiella michiganensis
GCF_016652915.1_ASM1665291v1,Klebsiella michiganensis
GCF_016652925.1_ASM1665292v1,Klebsiella michiganensis
GCF_016652965.1_ASM1665296v1,Klebsiella michiganensis
GCF_016652995.1_ASM1665299v1,Klebsiella michiganensis
GCF_016653015.1_ASM1665301v1,Klebsiella michiganensis
GCF_016653035.1_ASM1665303v1,Klebsiella michiganensis
GCF_016653085.1_ASM1665308v1,Klebsiella michiganensis
GCF_016679895.1_KLEB011,Klebsiella michiganensis
GCF_016734915.1_ASM1673491v1,Klebsiella michiganensis
GCF_016734965.1_ASM1673496v1,Klebsiella michiganensis
GCF_016735005.1_ASM1673500v1,Klebsiella michiganensis
GCF_016772995.1_ASM1677299v1,Klebsiella michiganensis
GCF_016905825.1_ASM1690582v1,Klebsiella michiganensis
GCF_017114595.1_ASM1711459v1,Klebsiella michiganensis
GCF_017348855.1_ASM1734885v1,Klebsiella michiganensis
GCF_017639895.1_ASM1763989v1,Klebsiella michiganensis
GCF_017798285.1_ASM1779828v1,Klebsiella michiganensis
GCF_017810085.1_ASM1781008v1,Klebsiella michiganensis
GCF_017815775.1_ASM1781577v1,Klebsiella michiganensis
GCF_018092585.1_ASM1809258v1,Klebsiella michiganensis
GCF_018092635.1_ASM1809263v1,Klebsiella michiganensis
GCF_018138395.1_ASM1813839v1,Klebsiella michiganensis
GCF_018138465.1_ASM1813846v1,Klebsiella michiganensis
GCF_018138485.1_ASM1813848v1,Klebsiella michiganensis
GCF_018140945.1_ASM1814094v1,Klebsiella michiganensis
GCF_018257735.1_ASM1825773v1,Klebsiella michiganensis
GCF_018422065.1_ASM1842206v1,Klebsiella michiganensis
GCF_018422165.1_ASM1842216v1,Klebsiella michiganensis
GCF_018438865.1_ASM1843886v1,Klebsiella michiganensis
GCF_018439305.1_ASM1843930v1,Klebsiella michiganensis
GCF_018439315.1_ASM1843931v1,Klebsiella michiganensis
GCF_018439335.1_ASM1843933v1,Klebsiella michiganensis
GCF_018439355.1_ASM1843935v1,Klebsiella michiganensis
GCF_018439405.1_ASM1843940v1,Klebsiella michiganensis
GCF_018440985.1_ASM1844098v1,Klebsiella michiganensis
GCF_018442305.1_ASM1844230v1,Klebsiella michiganensis
GCF_018442325.1_ASM1844232v1,Klebsiella michiganensis
GCF_018443125.1_ASM1844312v1,Klebsiella michiganensis
GCF_018604105.1_ASM1860410v1,Klebsiella michiganensis
GCF_019048985.1_ASM1904898v1,Klebsiella michiganensis
GCF_019050695.1_ASM1905069v1,Klebsiella michiganensis
GCF_019426465.1_ASM1942646v1,Klebsiella michiganensis
GCF_019428105.1_ASM1942810v1,Klebsiella michiganensis
GCF_019428145.1_ASM1942814v1,Klebsiella michiganensis
GCF_019428225.1_ASM1942822v1,Klebsiella michiganensis
GCF_019678415.1_ASM1967841v1,Klebsiella michiganensis
GCF_019678495.1_ASM1967849v1,Klebsiella michiganensis
GCF_019678505.1_ASM1967850v1,Klebsiella michiganensis
GCF_019678825.1_ASM1967882v1,Klebsiella michiganensis
GCF_019679175.1_ASM1967917v1,Klebsiella michiganensis
GCF_019730455.1_ASM1973045v1,Klebsiella michiganensis
GCF_019730515.1_ASM1973051v1,Klebsiella michiganensis
GCF_019730535.1_ASM1973053v1,Klebsiella michiganensis
GCF_019730985.1_ASM1973098v1,Klebsiella michiganensis
GCF_019731925.1_ASM1973192v1,Klebsiella michiganensis
GCF_019754075.1_ASM1975407v1,Klebsiella michiganensis
GCF_019754135.1_ASM1975413v1,Klebsiella michiganensis
GCF_019803065.1_ASM1980306v1,Klebsiella michiganensis
GCF_020115135.1_ASM2011513v1,Klebsiella michiganensis
GCF_020115525.1_ASM2011552v1,Klebsiella michiganensis
GCF_020116215.1_ASM2011621v1,Klebsiella michiganensis
GCF_020116315.1_ASM2011631v1,Klebsiella michiganensis
GCF_020116815.1_ASM2011681v1,Klebsiella michiganensis
GCF_020116935.1_ASM2011693v1,Klebsiella michiganensis
GCF_020116955.1_ASM2011695v1,Klebsiella michiganensis
GCF_020116995.1_ASM2011699v1,Klebsiella michiganensis
GCF_020117015.1_ASM2011701v1,Klebsiella michiganensis
GCF_020117075.1_ASM2011707v1,Klebsiella michiganensis
GCF_020117465.1_ASM2011746v1,Klebsiella michiganensis
GCF_020117475.1_ASM2011747v1,Klebsiella michiganensis
GCF_020117515.1_ASM2011751v1,Klebsiella michiganensis
GCF_020117535.1_ASM2011753v1,Klebsiella michiganensis
GCF_020117595.1_ASM2011759v1,Klebsiella michiganensis
GCF_020117655.1_ASM2011765v1,Klebsiella michiganensis
GCF_020117665.1_ASM2011766v1,Klebsiella michiganensis
GCF_020117695.1_ASM2011769v1,Klebsiella michiganensis
GCF_020117715.1_ASM2011771v1,Klebsiella michiganensis
GCF_020117735.1_ASM2011773v1,Klebsiella michiganensis
GCF_020117775.1_ASM2011777v1,Klebsiella michiganensis
GCF_020117795.1_ASM2011779v1,Klebsiella michiganensis
GCF_020117815.1_ASM2011781v1,Klebsiella michiganensis
GCF_020117865.1_ASM2011786v1,Klebsiella michiganensis
GCF_020117955.1_ASM2011795v1,Klebsiella michiganensis
GCF_020118035.1_ASM2011803v1,Klebsiella michiganensis
GCF_020118055.1_ASM2011805v1,Klebsiella michiganensis
GCF_020118235.1_ASM2011823v1,Klebsiella michiganensis
GCF_020118365.1_ASM2011836v1,Klebsiella michiganensis
GCF_020118415.1_ASM2011841v1,Klebsiella michiganensis
GCF_020118455.1_ASM2011845v1,Klebsiella michiganensis
GCF_020118495.1_ASM2011849v1,Klebsiella michiganensis
GCF_020118555.1_ASM2011855v1,Klebsiella michiganensis
GCF_020118655.1_ASM2011865v1,Klebsiella michiganensis
GCF_020118665.1_ASM2011866v1,Klebsiella michiganensis
GCF_020118815.1_ASM2011881v1,Klebsiella michiganensis
GCF_020118915.1_ASM2011891v1,Klebsiella michiganensis
GCF_020118955.1_ASM2011895v1,Klebsiella michiganensis
GCF_020119055.1_ASM2011905v1,Klebsiella michiganensis
GCF_020120175.1_ASM2012017v1,Klebsiella michiganensis
GCF_020120585.1_ASM2012058v1,Klebsiella michiganensis
GCF_020120895.1_ASM2012089v1,Klebsiella michiganensis
GCF_020121095.1_ASM2012109v1,Klebsiella michiganensis
GCF_020121115.1_ASM2012111v1,Klebsiella michiganensis
GCF_020121285.1_ASM2012128v1,Klebsiella michiganensis
GCF_020121435.1_ASM2012143v1,Klebsiella michiganensis
GCF_020479805.1_ASM2047980v1,Klebsiella michiganensis
GCF_020695625.1_ASM2069562v1,Klebsiella michiganensis
GCF_021165695.1_ASM2116569v1,Klebsiella michiganensis
GCF_021228695.1_ASM2122869v1,Klebsiella michiganensis
GCF_021228755.1_ASM2122875v1,Klebsiella michiganensis
GCF_021228855.1_ASM2122885v1,Klebsiella michiganensis
GCF_021228995.1_ASM2122899v1,Klebsiella michiganensis
GCF_021391575.1_ASM2139157v1,Klebsiella michiganensis
GCF_021394645.1_ASM2139464v1,Klebsiella michiganensis
GCF_021440665.1_ASM2144066v1,Klebsiella michiganensis
GCF_021460075.1_ASM2146007v1,Klebsiella michiganensis
GCF_022163245.1_ASM2216324v1,Klebsiella michiganensis
GCF_022343245.1_ASM2234324v1,Klebsiella michiganensis
GCF_022343265.1_ASM2234326v1,Klebsiella michiganensis
GCF_022359805.1_ASM2235980v1,Klebsiella michiganensis
GCF_900083565.1_12082_4_84,Klebsiella michiganensis
GCF_900083575.1_12045_6_1,Klebsiella michiganensis
GCF_900083635.1_12082_2_19,Klebsiella michiganensis
GCF_900083695.1_12045_6_61,Klebsiella michiganensis
GCF_900083805.1_11983_8_73,Klebsiella michiganensis
GCF_900083825.1_11983_8_7,Klebsiella michiganensis
GCF_900083835.1_12045_7_3,Klebsiella michiganensis
GCF_900083885.1_12045_6_23,Klebsiella michiganensis
GCF_900083915.1_11983_8_30,Klebsiella michiganensis
GCF_900084035.1_12082_5_21,Klebsiella michiganensis
GCF_900407165.1_De_novo_assembly_of_KCRI_isolate_RDK37_40,Klebsiella michiganensis
GCF_900407255.1_De_novo_assembly_of_KCRI_isolate_R0009_567C,Klebsiella michiganensis
GCF_901553745.1_SB9_16A079_Ko1,Klebsiella michiganensis
GCF_901556995.1_SB4934_W14T_Ko1,Klebsiella michiganensis
GCF_901563895.1_SB2908_10A188_Ko1,Klebsiella michiganensis
GCF_902158845.1_25426_7_19,Klebsiella michiganensis
GCF_902158915.1_25426_7_15,Klebsiella michiganensis
GCF_902159075.1_25426_7_27,Klebsiella michiganensis
GCF_902159515.1_25426_7_77,Klebsiella michiganensis
GCF_902159535.1_25426_7_89,Klebsiella michiganensis
GCF_902159745.1_25426_7_106,Klebsiella michiganensis
GCF_902159765.1_25426_7_105,Klebsiella michiganensis
GCF_902159775.1_25426_7_111,Klebsiella michiganensis
GCF_902159795.1_25426_7_107,Klebsiella michiganensis
GCF_902159805.1_25426_7_104,Klebsiella michiganensis
GCF_902159815.1_25426_7_109,Klebsiella michiganensis
GCF_902159865.1_25426_7_125,Klebsiella michiganensis
GCF_902159905.1_25426_7_124,Klebsiella michiganensis
GCF_902160685.1_25426_7_209,Klebsiella michiganensis
GCF_902160725.1_25426_7_203,Klebsiella michiganensis
GCF_902161885.1_25426_7_333,Klebsiella michiganensis
GCF_902161955.1_25426_7_332,Klebsiella michiganensis
GCF_902162325.1_25426_7_370,Klebsiella michiganensis
GCF_902162365.1_25426_7_382,Klebsiella michiganensis
GCF_902162385.1_25964_2_5,Klebsiella michiganensis
GCF_902162395.1_25964_2_15,Klebsiella michiganensis
GCF_902162405.1_25964_2_7,Klebsiella michiganensis
GCF_902162445.1_25964_2_8,Klebsiella michiganensis
